test_ID10247, predicted_class_i
test_ID10571, predicted_class_i
test_ID22528, predicted_class_a
test_ID18878, predicted_class_i
test_ID17587, predicted_class_i
test_ID14930, predicted_class_i
test_ID27322, predicted_class_i
test_ID18844, predicted_class_a
test_ID7833, predicted_class_i
test_ID23391, predicted_class_i
test_ID2234, predicted_class_i
test_ID27861, predicted_class_i
test_ID3894, predicted_class_i
